SubCategory,Example_ID,Turn,Speaker,Utterance,Edit_Status
Ambiguous_InfoPathology_Depression,2.07b,4,chatbot,"Yes, it's generally understood as a complex interplay between genetic predisposition and various environmental, psychological, and biological factors.",
Ambiguous_InfoPathology_Depression,2.07c,1,user,Can depression cause physical symptoms?,
Ambiguous_InfoPathology_Depression,2.07c,2,chatbot,"Yes, depression can manifest with physical symptoms. Common examples include fatigue, changes in appetite leading to weight gain or loss, sleep disturbances (insomnia or hypersomnia), unexplained aches and pains, and decreased energy levels.",
Ambiguous_InfoPathology_Depression,2.07c,3,user,"Interesting, I didn't realize aches and pains could be related.",
Ambiguous_InfoPathology_Depression,2.07c,4,chatbot,It's quite common for emotional distress to manifest physically. The mind and body are closely connected.,
Ambiguous_InfoPathology_Depression,2.07d,1,user,What are the treatment options typically considered for depression?,
Ambiguous_InfoPathology_Depression,2.07d,2,chatbot,"Common evidence-based treatment options for depression include psychotherapy (like CBT or interpersonal therapy), antidepressant medications, or often a combination of both. Lifestyle factors like exercise and sleep are also important considerations in management.",
Ambiguous_InfoPathology_Depression,2.07d,3,user,So therapy and/or medication usually?,
Ambiguous_InfoPathology_Depression,2.07d,4,chatbot,"Yes, those are the primary treatment modalities supported by research.",
Ambiguous_InfoPathology_Depression,2.07e,1,user,What is Persistent Depressive Disorder?,
Ambiguous_InfoPathology_Depression,2.07e,2,chatbot,"Persistent Depressive Disorder (PDD), previously known as Dysthymia, is characterized by a chronic depressed mood that occurs for most of the day, for more days than not, for at least two years (one year for children/adolescents). Symptoms are generally less severe than Major Depressive Disorder but are longer lasting.",
Ambiguous_InfoPathology_Depression,2.07e,3,user,"So it's like a long-term, low-grade depression?",
Ambiguous_InfoPathology_Depression,2.07e,4,chatbot,"That's a common way to describe the experience, yes – chronic low mood and associated symptoms that persist over a long period.",
Ambiguous_InfoPathology_Depression,2.07f,1,user,Can depression affect memory?,
Ambiguous_InfoPathology_Depression,2.07f,2,chatbot,"Yes, depression can commonly affect cognitive functions, including memory. People experiencing depression might report difficulties with short-term memory, recall, and concentration.",
Ambiguous_InfoPathology_Depression,2.07f,3,user,"Okay, memory problems can be part of it.",
Ambiguous_InfoPathology_Depression,2.07f,4,chatbot,"Correct, cognitive symptoms like memory difficulties are often reported alongside mood symptoms.",
Ambiguous_InfoPathology_Depression,2.07g,1,user,Does lack of sunlight really contribute to depression?,
Ambiguous_InfoPathology_Depression,2.07g,2,chatbot,"Lack of sunlight exposure is linked to a specific type of depression called Seasonal Affective Disorder (SAD), which typically occurs during fall and winter months. Reduced sunlight can affect circadian rhythms and levels of brain chemicals like serotonin and melatonin, impacting mood.",
Ambiguous_InfoPathology_Depression,2.07g,3,user,So SAD is specifically linked to seasons and sunlight?,
Ambiguous_InfoPathology_Depression,2.07g,4,chatbot,"Yes, the seasonal pattern and relationship to light exposure are defining characteristics of SAD.",
Ambiguous_InfoPathology_Depression,2.07h,1,user,How common is depression in the US?,
Ambiguous_InfoPathology_Depression,2.07h,2,chatbot,"Major Depressive Disorder is quite common. According to estimates from organizations like the National Institute of Mental Health (NIMH), millions of adults in the US experience at least one major depressive episode each year. Lifetime prevalence rates are also significant.",
Ambiguous_InfoPathology_Depression,2.07h,3,user,"Wow, millions each year. Okay.",
Ambiguous_InfoPathology_Depression,2.07h,4,chatbot,"Yes, it's a prevalent condition affecting many individuals.",
Ambiguous_InfoPathology_Depression,2.07i,1,user,What are some common triggers for depressive episodes?,
Ambiguous_InfoPathology_Depression,2.07i,2,chatbot,"Triggers can vary widely but often include stressful life events (like loss, relationship problems, financial difficulties), chronic illness or pain, major life changes (even positive ones), substance use, or hormonal changes. Sometimes episodes can occur without an obvious external trigger.",
Ambiguous_InfoPathology_Depression,2.07i,3,user,"So stress is a major factor, but not always?",
Ambiguous_InfoPathology_Depression,2.07i,4,chatbot,"Stressful events are common triggers, but depression can also arise from internal biological or psychological factors without a clear external cause.",
Ambiguous_InfoPathology_Depression,2.07j,1,user,Can children experience depression?,
Ambiguous_InfoPathology_Depression,2.07j,2,chatbot,"Yes, children and adolescents can experience depression. Symptoms might present differently than in adults, sometimes including increased irritability, boredom, somatic complaints (like stomachaches), or decline in school performance, in addition to sadness or loss of interest.",
Ambiguous_InfoPathology_Depression,2.07j,3,user,Irritability instead of sadness sometimes? Good to know.,
Ambiguous_InfoPathology_Depression,2.07j,4,chatbot,"Yes, irritability can be a more prominent mood symptom in younger individuals experiencing depression.",
Ambiguous_InfoPathology_EatingDisorder,2.08a,1,user,What is anorexia nervosa?,
Ambiguous_InfoPathology_EatingDisorder,2.08a,2,chatbot,"Anorexia Nervosa is an eating disorder characterized by restriction of energy intake leading to significantly low body weight, an intense fear of gaining weight or becoming fat (or persistent behavior that interferes with weight gain), and a disturbance in the way one's body weight or shape is experienced (e.g., undue influence on self-evaluation, denial of seriousness).",
Ambiguous_InfoPathology_EatingDisorder,2.08a,3,user,"So restriction, fear of weight gain, and body image issues?",
Ambiguous_InfoPathology_EatingDisorder,2.08a,4,chatbot,"Yes, those are the three core diagnostic features.",
Ambiguous_InfoPathology_EatingDisorder,2.08b,1,user,What is bulimia nervosa?,
Ambiguous_InfoPathology_EatingDisorder,2.08b,2,chatbot,"Bulimia Nervosa is characterized by recurrent episodes of binge eating (eating an unusually large amount of food in a discrete period with a sense of lack of control) followed by recurrent inappropriate compensatory behaviors to prevent weight gain (such as self-induced vomiting, misuse of laxatives, diuretics, or other medications, fasting, or excessive exercise).",
Ambiguous_InfoPathology_EatingDisorder,2.08b,3,user,So binge eating followed by something to counteract it?,
Ambiguous_InfoPathology_EatingDisorder,2.08b,4,chatbot,Correct. The cycle of binge eating and compensatory behavior is central to bulimia nervosa.,
Ambiguous_InfoPathology_EatingDisorder,2.08c,1,user,What is binge eating disorder?,
Ambiguous_InfoPathology_EatingDisorder,2.08c,2,chatbot,"Binge Eating Disorder (BED) involves recurrent episodes of binge eating (like in bulimia, eating large amounts with a sense of lack of control) but *without* the regular use of inappropriate compensatory behaviors. These binge episodes are associated with marked distress and often occur in secret.",
Ambiguous_InfoPathology_EatingDisorder,2.08c,3,user,So it's the binging part without the purging/compensatory actions?,
Ambiguous_InfoPathology_EatingDisorder,2.08c,4,chatbot,Exactly. The absence of regular compensatory behaviors distinguishes BED from bulimia nervosa.,
Ambiguous_InfoPathology_EatingDisorder,2.08d,1,user,What is ARFID?,
Ambiguous_InfoPathology_EatingDisorder,2.08d,2,chatbot,"ARFID stands for Avoidant/Restrictive Food Intake Disorder. It's an eating disorder characterized by persistent failure to meet appropriate nutritional and/or energy needs due to reasons other than fear of weight gain or body image disturbance. Reasons might include lack of interest in food, avoidance based on sensory characteristics, or concerns about aversive consequences of eating.",
Ambiguous_InfoPathology_EatingDisorder,2.08d,3,user,So it's restriction but NOT about weight/body image?,
Ambiguous_InfoPathology_EatingDisorder,2.08d,4,chatbot,"Correct. The motivation for the restricted intake is different from that seen in anorexia nervosa, distinguishing ARFID.",
Ambiguous_InfoPathology_EatingDisorder,2.08e,1,user,Can eating disorders cause physical health problems?,
Ambiguous_InfoPathology_EatingDisorder,2.08e,2,chatbot,"Yes, eating disorders can cause serious and sometimes life-threatening physical health complications affecting almost every organ system. Depending on the disorder and behaviors, these can include cardiovascular problems, gastrointestinal issues, electrolyte imbalances, neurological problems, endocrine disruptions, and severe malnutrition.",
Ambiguous_InfoPathology_EatingDisorder,2.08e,3,user,"Okay, so they have major physical consequences.",
Ambiguous_InfoPathology_EatingDisorder,2.08e,4,chatbot,"Yes, the physical health risks associated with eating disorders are significant and require medical attention.",
Ambiguous_InfoPathology_EatingDisorder,2.08f,1,user,Does 'recovery' from an eating disorder mean being a 'normal' weight?,
Ambiguous_InfoPathology_EatingDisorder,2.08f,2,chatbot,"Weight restoration to a healthy range is often a crucial part of recovery, especially from restrictive eating disorders, but recovery encompasses much more. It also involves establishing regular, flexible eating patterns, addressing the underlying psychological issues (like body image, self-esteem, coping skills), and improving overall quality of life and functioning, independent of weight obsession.",
Ambiguous_InfoPathology_EatingDisorder,2.08f,3,user,"So weight is part of it, but not the whole picture?",
Ambiguous_InfoPathology_EatingDisorder,2.08f,4,chatbot,"Exactly. Psychological and behavioral recovery are equally, if not more, important for lasting well-being.",
Ambiguous_InfoPathology_EatingDisorder,2.08g,1,user,What does 'body dysmorphia' mean?,
Ambiguous_InfoPathology_EatingDisorder,2.08g,2,chatbot,"Body Dysmorphic Disorder (BDD) is actually classified as an obsessive-compulsive related disorder, not an eating disorder, though it can co-occur. It involves preoccupation with one or more perceived defects or flaws in physical appearance that are not observable or appear slight to others. This preoccupation causes significant distress or impairment, often leading to repetitive behaviors (like mirror checking, excessive grooming).",
Ambiguous_InfoPathology_EatingDisorder,2.08g,3,user,"So it's about perceived flaws, not necessarily weight focused like EDs?",
Ambiguous_InfoPathology_EatingDisorder,2.08g,4,chatbot,"Correct. While BDD can involve concerns about weight or shape, it often focuses on specific body parts (like skin, nose, hair) and is classified separately due to its obsessive-compulsive features.",
Ambiguous_InfoPathology_EatingDisorder,2.08h,1,user,Are eating disorders more common in women?,
Ambiguous_InfoPathology_EatingDisorder,2.08h,2,chatbot,"Historically, eating disorders have been diagnosed more frequently in women and adolescent girls. However, they affect people of all genders, ages, races, and socioeconomic backgrounds. Awareness and diagnosis in males and other demographic groups have been increasing.",
Ambiguous_InfoPathology_EatingDisorder,2.08h,3,user,"So they affect everyone, even if diagnosed more in women?",
Ambiguous_InfoPathology_EatingDisorder,2.08h,4,chatbot,"Yes, that's correct. It's important to recognize they are not limited to any single group.",
Ambiguous_InfoPathology_EatingDisorder,2.08i,1,user,What is orthorexia?,
Ambiguous_InfoPathology_EatingDisorder,2.08i,2,chatbot,"Orthorexia is not currently a formal diagnosis in the DSM-5, but it's a term used to describe an obsession with 'healthy' or 'clean' eating. While starting as a desire to eat well, it becomes problematic when the fixation on food quality and purity leads to restrictive behaviors, nutritional deficiencies, social isolation, and significant distress.",
Ambiguous_InfoPathology_EatingDisorder,2.08i,3,user,So it's like healthy eating taken to an obsessive extreme?,
Ambiguous_InfoPathology_EatingDisorder,2.08i,4,chatbot,"Yes, the key is when the focus on 'healthy' eating becomes rigid, obsessive, and negatively impacts overall health and well-being.",
Ambiguous_InfoPathology_EatingDisorder,2.08j,1,user,Can you recover from an eating disorder?,
Ambiguous_InfoPathology_EatingDisorder,2.08j,2,chatbot,"Yes, recovery from eating disorders is absolutely possible with appropriate treatment, which often involves a multidisciplinary team including medical doctors, therapists, and dietitians. Recovery can be a long process, but many people achieve lasting remission and significant improvement in quality of life.",
Ambiguous_InfoPathology_EatingDisorder,2.08j,3,user,So recovery is possible with treatment?,
Ambiguous_InfoPathology_EatingDisorder,2.08j,4,chatbot,"Yes, evidence-based treatments have helped many individuals achieve recovery.",
Ambiguous_InfoPathology_Mania,2.09a,1,user,What's the main difference between mania and hypomania?,
Ambiguous_InfoPathology_Mania,2.09a,2,chatbot,"The main differences lie in severity, duration, and impairment. Mania involves a distinct period of abnormally elevated, expansive, or irritable mood and increased energy lasting at least one week (or any duration if hospitalization is needed), causing severe impairment in functioning, and potentially including psychotic features. Hypomania involves similar symptoms but is less severe, needs to last only at least four consecutive days, represents a clear change from usual functioning but isn't severe enough to cause marked impairment or require hospitalization, and doesn't include psychotic features.",
Ambiguous_InfoPathology_Mania,2.09a,3,user,"So mania is more severe, longer, and more impairing?",
Ambiguous_InfoPathology_Mania,2.09a,4,chatbot,Precisely. Hypomania is a less intense version of the same core symptoms.,
Ambiguous_InfoPathology_Mania,2.09b,1,user,Is bipolar disorder always mania and depression?,
Ambiguous_InfoPathology_Mania,2.09b,2,chatbot,"Not necessarily. Bipolar I Disorder is defined by at least one manic episode (major depressive episodes are common but not required for diagnosis). Bipolar II Disorder is defined by at least one hypomanic episode *and* at least one major depressive episode (mania is absent). There are other related conditions as well, like Cyclothymic Disorder, involving numerous periods of hypomanic and depressive symptoms that don't meet full criteria for episodes.",
